ID,cc_cons
16914,9.712337783165049
10003,9.612131203467785
12338,9.62144252723725
3813,9.650149396711463
15088,9.692166624280716
10155,9.662174008129108
1466,9.639130625123222
15472,9.699594878503877
17157,9.723499430293455
18166,9.703178490834334
15940,9.539644041827932
16627,9.65458307763065
10125,9.638754648720665
16485,9.634861315481704
683,9.634119402373027
6119,9.687821669477863
4454,9.680856990679363
9712,9.608179551296693
4120,9.686328413382675
15722,9.594793300844154
6352,9.64022436862438
17883,9.6494613890739
18204,9.653220663125433
9971,9.603312807634733
9023,9.739518405215145
13472,9.692246254593272
18393,9.639436262003152
1916,9.659148189508791
2114,9.650136194479561
15098,9.647932288118119
16002,9.65515252639936
14466,9.676550059545693
5230,9.561629923357824
7591,9.633153763175418
11578,9.592114324088294
3258,9.718924466523152
12283,9.69984478231621
17355,9.576407070807853
6557,9.665664536408258
1523,9.556798767609601
579,9.702434314625616
11196,9.640528687026501
4925,9.65622371048578
10260,9.676650126866267
16414,9.623308033773439
9575,9.578131465160395
4517,9.608109864313938
5120,9.616026224533119
624,9.661912679943999
19457,9.659730968303945
18888,9.525462078335426
2356,9.717362684819681
4545,9.655003858282928
18014,9.573040067600102
13964,9.728012109625261
6774,9.59064125427467
12210,9.655677234250458
7735,9.618427853502517
12253,9.64329043307331
968,9.648233460884754
19474,9.553695673560172
10090,9.633401281518605
9695,9.681773015759665
6057,9.499518365431975
11620,9.69661327444927
19105,9.64530329756562
18161,9.740587805512476
16983,9.570960303670223
16846,9.673017877174637
12641,9.621322918326394
12194,9.671023864881027
3182,9.613410425856461
697,9.684339518270754
16666,9.649259862410439
10809,9.582353643248458
16899,9.591730582714831
1473,9.782131576692112
11504,9.588007408238125
7004,9.671112147044795
12782,9.606767324923226
3142,9.612059194156133
15486,9.5345035673342
10817,9.623956548397707
755,9.62472701198678
3527,9.715891542581872
18375,9.664441728432548
1146,9.56807876850083
3290,9.630338988934087
5630,9.769850331916828
13114,9.75126971673221
17944,9.659920282489672
6621,9.575160953454787
8012,9.63874042422844
5782,9.64505070054048
2840,9.743244615044933
4245,9.661720064078862
14833,9.522729948252033
3884,9.628528452041555
9209,9.535165064062571
17550,9.758781683794265
1191,9.687279720272079
16498,9.6991732465434
11748,9.71459097275164
16053,9.684851011524112
18527,9.679573903494681
11548,9.615969337541248
11074,9.744262488375307
9104,9.613396688237692
8083,9.527350483272775
11425,9.586900778536576
3247,9.723573588934844
7233,9.716523227186267
13650,9.76049232104846
11762,9.620169228504457
9216,9.660106191721708
2398,9.630418117805666
7321,9.720488513869133
19222,9.58981007765896
9225,9.575292942428684
18451,9.601433185413038
2529,9.689214681796823
8266,9.601575019179597
15901,9.62028417877696
9070,9.657914876478216
15808,9.71536076015271
12019,9.66155082423727
19750,9.597853443393639
2532,9.620218208629966
5234,9.683412576868184
10409,9.558497159709784
12698,9.709686879506132
15412,9.646791068441022
19217,9.72265444691659
19907,9.687055762526786
833,9.678965622850676
17121,9.782719917212242
1966,9.692066257393371
7703,9.55586371112356
520,9.68625722796004
3739,9.535830238467437
18300,9.622788917056226
9834,9.769358711632638
1992,9.680877334396456
16462,9.634754115962089
14735,9.72143806440471
9481,9.701696864074055
6989,9.627572530982116
19741,9.710744238573621
5767,9.73350395128813
17583,9.682002586946862
930,9.540722977373775
1774,9.61996064997083
13003,9.616508246358988
1780,9.693483017365045
5582,9.648287084157186
19569,9.574154940350105
3723,9.73421384765604
3866,9.637390220618071
7168,9.680861174789255
19793,9.609599431804881
5951,9.574028122412523
5641,9.651308890926037
6583,9.64081376893045
18998,9.612263886995917
8236,9.668470814486986
19610,9.749989464021297
5238,9.568688226013034
5335,9.638640005863376
19316,9.704271755903351
9585,9.745573433284527
14363,9.778329181033468
6578,9.572824839782006
15395,9.770769950568132
1819,9.583922529787063
18381,9.639599498065845
3880,9.601710079350173
9098,9.606210347356459
17890,9.612936637921539
7861,9.539302272720505
5490,9.706549245542648
12309,9.710903550847567
1833,9.709398535970672
17881,9.705182821052755
13165,9.59948690431344
8610,9.697359454910409
13363,9.498346488802504
4975,9.65759708705436
12351,9.653476112269642
273,9.626709741695258
8975,9.614520659536113
18951,9.641726107601242
15165,9.702691358324149
5178,9.597928236757241
6044,9.589775453707473
19386,9.636862076691985
1635,9.731518139910989
2814,9.620683526999128
6974,9.682808682309414
18536,9.678157839976395
11636,9.533218634560708
7414,9.720646803411913
11880,9.741475429345348
15503,9.595167375855983
983,9.602852535841423
18110,9.6608250158099
7084,9.71688858526411
14005,9.610888915019908
19111,9.626150241997312
18532,9.663235833154554
18394,9.654843194284172
10851,9.62356914010951
4544,9.691340935089272
6236,9.579313998882332
15497,9.637682543950689
19864,9.599658893377494
15670,9.688027204512231
8118,9.626549481716987
7289,9.670037544588254
13788,9.611139867373554
5588,9.674284287223445
5110,9.705113988389103
10620,9.584792446970818
1156,9.530482123673874
18398,9.551742461174172
7134,9.626327992513426
7676,9.636344287719366
9409,9.742083736615246
17713,9.634174146797015
3435,9.718613092916467
14394,9.644972884508649
117,9.654870544405535
18541,9.752698374554017
17575,9.588103015369448
8351,9.619248596087258
7216,9.640320080302878
8736,9.549905832988447
1989,9.626575904308902
19666,9.595196088698636
3908,9.668822391978038
14375,9.607630283297757
7794,9.581648049686772
7232,9.665624764630394
2836,9.628582578270635
15954,9.665287269811762
3354,9.74450769038231
3368,9.576156762744949
9219,9.74893667967972
8658,9.667442527038924
3809,9.605528959244168
5129,9.619409492777095
4874,9.789884888959744
8758,9.62026110567964
16293,9.687825693147856
8150,9.691593275450604
4272,9.654097148418584
15938,9.694867966730747
9893,9.630243730866484
1299,9.543988787012031
7239,9.735209614559695
8253,9.685296797029176
19340,9.636835835163629
18530,9.74524156756873
14903,9.679600893130079
14454,9.634870128428561
12353,9.696935308776427
14431,9.661686636947623
17602,9.550171669415532
15036,9.672225256791643
8921,9.665489812141402
11059,9.593030604433235
18577,9.652135381483976
14565,9.619701507218434
4955,9.555965529311168
3535,9.655345059071932
2024,9.69140519433692
17666,9.711265409263463
6295,9.470299363392641
7085,9.53086420440849
1389,9.624468758749181
3659,9.665896759837763
15509,9.714379526646788
16938,9.64194266270264
15432,9.63764376904358
12074,9.579088895454404
15777,9.754156689828953
19953,9.63853697571646
1709,9.588082118897265
10048,9.58612346076347
11839,9.617738526372124
701,9.687007632351115
7271,9.624378900444034
10196,9.643647643589098
2901,9.649915102233205
198,9.68291280092242
3877,9.642977982601424
15160,9.738230687908107
17634,9.603660744241196
16927,9.697094795115596
15162,9.687851602505054
8443,9.761925699565243
1716,9.564691312246012
7870,9.587497783074326
4318,9.612366712181114
11351,9.666961223870121
15465,9.603378511153327
18121,9.605722198229708
6602,9.707074959196678
4331,9.59091531199886
6592,9.717824889954716
18955,9.660289187127338
2510,9.724852198124454
4009,9.726969046175142
15468,9.638787035195476
7251,9.744654832495971
7463,9.600658481289127
16325,9.65382098782377
14882,9.609220713692157
3610,9.613680161658861
19097,9.751403409013394
9378,9.606200770766588
16582,9.62737463314909
16761,9.71130050802985
12055,9.630408600855038
1226,9.565118236878002
7344,9.580118297208054
16365,9.750899729214384
223,9.650958137320139
15934,9.612547899160662
11882,9.716949377596265
7083,9.685024991686593
14196,9.641157617480006
1599,9.740377559887119
5976,9.572459114138107
5611,9.598366408480487
12565,9.592860487056024
1339,9.76512941525828
16772,9.55368120884221
11827,9.656714122030795
18484,9.740871840828087
3033,9.693533486155578
14726,9.737668230701775
13696,9.590157921492956
16295,9.686867487447708
7910,9.685813525340023
1868,9.65695845495527
3190,9.59567321224523
549,9.779551712852626
8940,9.603636653455073
214,9.496318787627715
3587,9.59255887643937
11555,9.738921850505843
19231,9.717901417614264
8248,9.600831796004295
355,9.68188244295076
15634,9.557189442449182
6746,9.652846500283692
2963,9.628748047074064
2082,9.650341937694211
16784,9.64603763853447
10436,9.674301006535435
5114,9.565421928914137
14525,9.68192307500104
4534,9.59572283051714
8877,9.624721584120065
12117,9.71883724553996
2682,9.758893728989698
7948,9.697335260155327
112,9.576366650971293
2220,9.593455658979195
606,9.645701616180261
11552,9.656532571590109
942,9.687444122144644
555,9.675222864306242
3394,9.567916950803905
7916,9.6314422963682
13261,9.680132900302253
9592,9.740148396885155
5694,9.619372090951988
7570,9.630119819906518
15543,9.63749636165406
5834,9.68852225040074
3362,9.691625960795976
5741,9.668968055718494
11060,9.589437539986568
24,9.517514222860656
14942,9.620660745249642
8277,9.717664140565107
4596,9.644003914112949
396,9.585626095642407
3213,9.65937723010157
14447,9.649664575824199
14106,9.668630224367325
5940,9.585139942154818
19543,9.682263137717486
10215,9.713596183026558
16348,9.646355504172082
2111,9.648516877618551
7973,9.468523723260926
1175,9.706329738093457
1796,9.698341319886943
7425,9.63902236892616
13183,9.633558325664229
471,9.687460533059625
17683,9.61412406028113
4770,9.621273876894533
10199,9.560389339064434
9601,9.500807748104531
19986,9.672428893314242
10411,9.73225194275267
10682,9.726559561768523
12224,9.711260355598744
8319,9.593591213266992
4618,9.670234327791894
7976,9.65448720385539
4340,9.749257604350113
10852,9.570430566200775
4810,9.683535048213878
5049,9.736061605021762
16928,9.611245744556069
4504,9.607106718956386
4327,9.664920807257003
13368,9.58949801735356
5657,9.705561787814938
1007,9.687188786753797
10792,9.543995060077926
18373,9.712388905313396
12313,9.620898660755872
8295,9.61072883946599
15707,9.678847207125099
5504,9.735141132924722
11441,9.70204968087401
10964,9.652591986133885
10850,9.630126746682405
17775,9.675951092004777
17588,9.69733491980563
14495,9.541393292446708
5522,9.55919115138005
14724,9.649680731774017
3653,9.748886691097557
1588,9.656958663603458
7587,9.63996487890709
2381,9.668644853946244
2879,9.708657962257222
11660,9.640581972129757
11681,9.67700287406205
6929,9.67667617402233
17457,9.690601565819119
10894,9.655205347958605
4822,9.65210117636469
1647,9.518468998410086
15006,9.700100574349193
19487,9.73839550537263
12585,9.68489895004109
17909,9.666579962349672
7793,9.601390941874625
4997,9.629100467507877
4763,9.611113176860258
11444,9.655765243993994
1627,9.596676134829389
10371,9.653214493259075
18564,9.694350959638905
4093,9.68022494854496
6978,9.629189536487829
12945,9.54194825880906
3539,9.591479501685981
10628,9.554980025484735
11767,9.611882977453988
13601,9.641494500499773
2245,9.509357733364114
14887,9.575992167497475
4278,9.603680356110022
9950,9.68858230195377
3204,9.622845137390792
16690,9.611110098287309
2416,9.650649802439892
19947,9.670447946827233
17029,9.636863321449383
14802,9.604124938970177
4571,9.626453953029115
2165,9.660359494757824
14756,9.607902707532897
17443,9.703673548589075
12952,9.69253807990957
16486,9.603798795321103
3597,9.658788351824086
1319,9.598454303012339
2645,9.646587371315842
18246,9.74826307750569
17179,9.667079445880368
8259,9.602606321774424
2410,9.673784193404506
16128,9.588880125859696
2694,9.717147466456145
6076,9.689713944313937
11899,9.625591643124746
16987,9.685688485303396
18023,9.641709468519464
3774,9.63694101663564
6848,9.649908896652708
8283,9.701710060709372
18868,9.613028492410002
16132,9.632304634808058
9358,9.584487139503892
10515,9.626092295079534
536,9.57100385952062
2533,9.713202440056588
8756,9.522007245350153
8468,9.689507193975585
19165,9.692971605632138
2818,9.612511397817936
15919,9.583091771696854
12633,9.682658087140709
9901,9.687590010915656
3422,9.682001911205287
17028,9.522112836556452
16513,9.710939043236285
8666,9.646348099315873
13659,9.77222171892364
19319,9.698429738459964
5897,9.559072386396949
13079,9.654197400071642
4884,9.63687646328459
11678,9.666688803386823
3708,9.609836093808394
17810,9.69600429016014
12258,9.600944471355612
11047,9.644193655814695
6014,9.549642705770916
516,9.689970935310583
13560,9.679773569058213
17168,9.63720856496733
18286,9.612409460265098
2058,9.664960158541916
2542,9.627202436105486
19016,9.661145637388174
7302,9.664445921326422
19732,9.806445300422151
12284,9.618073157992187
6820,9.611396789827998
17953,9.76474451060513
17263,9.756948428045431
4713,9.738162977851195
12816,9.633151071978443
13464,9.621042137636657
1223,9.64980092045171
13706,9.676958579234935
9512,9.642008435067668
14862,9.592841644717984
12056,9.666505041266142
3783,9.65085049253343
4793,9.708825827972456
4205,9.697982343214015
8823,9.681197621231073
14191,9.564863004863593
15643,9.623060218794915
9554,9.664523344915885
12239,9.711420765073607
2786,9.644993161338629
15274,9.710886054186592
537,9.60532134193847
13445,9.682902184581593
2634,9.751418204827552
17840,9.6726643436943
12118,9.63979195338896
12312,9.583403223791125
2052,9.66017852631865
6709,9.567164673723978
16546,9.643468484624774
12124,9.688991600039582
923,9.630323814474501
4148,9.651032639964942
7264,9.659227763006443
15214,9.791985273098561
18504,9.645273317043689
9475,9.593353008096825
12432,9.561918156449027
18524,9.617672711245234
18255,9.621640152911276
8654,9.619873798843436
5876,9.633990016903528
4055,9.66999654381173
3906,9.644151287411281
4875,9.662396008824741
1773,9.53385331505174
5520,9.717194563225918
14021,9.727290131398508
2216,9.716820072322799
16529,9.59729682614383
18553,9.55633850146741
18753,9.669463734698976
5548,9.696495366622484
9435,9.674184763411965
17907,9.563399367092746
2808,9.721097889032475
11816,9.738922018656126
9060,9.530153200575874
5775,9.641378002065693
17694,9.691948819351193
3976,9.544455554977253
17781,9.71539772082792
8893,9.565410056330164
5116,9.678712870592317
13033,9.744253059198831
17649,9.714753567809328
16358,9.716520693677516
17172,9.567639412532733
3140,9.596882299510584
19312,9.671848714453736
1188,9.693126253805705
13244,9.716367650493094
2458,9.617333192325503
17483,9.813571039232425
14793,9.737492729735418
2279,9.7193038919015
7675,9.591662583233825
7409,9.606563918974693
19974,9.656109357220162
15518,9.630639876372781
15473,9.704378108276462
16214,9.705397368041119
17398,9.612560079311152
1391,9.615955408142275
18026,9.64015098254509
16381,9.559174160696601
5905,9.694018896148263
18424,9.638142345943104
16578,9.667294788684378
2315,9.614552481709124
3303,9.539672814421413
5633,9.561475883570504
14610,9.665640861686406
4749,9.583116821428314
12238,9.649734782232088
16125,9.64070128085016
1374,9.61798842029281
17058,9.620167846582047
16495,9.64936723338056
16340,9.707655069601513
13974,9.552132206874989
16180,9.698690985597851
19733,9.671860570554442
10112,9.690297421935446
16557,9.655146163702208
12028,9.78171192584534
18047,9.646590403271404
12496,9.660562578570417
11661,9.572131696548619
12783,9.676182529595195
7065,9.575690821642123
19005,9.6962968095124
15781,9.655144527599267
13208,9.547002370677577
14926,9.69498446804706
19730,9.603218888427813
19067,9.777353418417949
321,9.692978486069164
19587,9.60242819889239
1721,9.582072027889215
5511,9.63693420644338
8899,9.769715941254733
17717,9.666916991753645
897,9.729722496027026
14045,9.646651940446851
1404,9.697675971625955
8999,9.695918793105415
8036,9.715188082780646
9388,9.814741584567287
1180,9.56993881295535
8958,9.69945113938321
6065,9.617593272019963
9479,9.703348661456026
5873,9.630815076668656
8796,9.63157711920428
8601,9.65106005840268
18825,9.67115047654512
5933,9.599465110917532
6462,9.662723157575794
16286,9.592538606606917
14994,9.577840995146392
15364,9.694299589969184
9427,9.706149579529187
8115,9.692207696703903
15421,9.64461402349759
11865,9.699603550996477
13162,9.703835552606844
8185,9.63405662930527
18432,9.609992972294538
6564,9.701691260209076
17979,9.662400981461296
14379,9.694995612323916
1158,9.71385445377197
8493,9.635275753626143
7967,9.558122130762662
8761,9.592002414579877
5813,9.715237716105115
6104,9.615563775013182
3469,9.62654460176917
16073,9.683532318391409
11942,9.634856010574826
12303,9.667046572899219
8607,9.757561505440837
19370,9.566846851098958
11871,9.646115624664782
10737,9.673001355521146
782,9.544253825752522
14214,9.66267703144798
14248,9.765227149446781
17,9.706641986536734
1358,9.632293016670854
2858,9.58911516181251
6727,9.691371602967235
18860,9.664005175479788
12474,9.690863473554817
13172,9.685228484336614
11993,9.681063074964392
9841,9.699225952897223
18116,9.674373826921617
7050,9.758002504973616
849,9.57490888579777
9622,9.543418310503226
13661,9.699718504523352
8308,9.60668662590053
5053,9.627270476060012
732,9.768157244957246
13818,9.605372939231264
17792,9.602607029029084
3602,9.666598100271727
16332,9.66771189002644
16785,9.629834783404002
7752,9.724111118941845
12761,9.623422932552316
12475,9.72867994669973
5724,9.615381498957856
3924,9.587040531262291
16200,9.604380136542526
14987,9.817757932890286
3923,9.69557487755992
5468,9.641275771107516
6386,9.719372904185263
10497,9.640480737896581
4901,9.712170473474876
1410,9.675064054293687
1957,9.655659615589881
1159,9.657024736694103
12822,9.670849034395365
15586,9.533496956175403
16948,9.767425472404684
15156,9.668372238490313
15582,9.54407389512043
4754,9.654778147753685
15571,9.763936943245017
3898,9.517506861520529
19171,9.685202610550085
13211,9.708447455042103
943,9.61094136951563
16015,9.613255822179317
5706,9.681857908575294
8059,9.69400519647823
7404,9.681372542729695
15613,9.67977152412711
4797,9.619080240975597
619,9.705125175037779
15075,9.652008826908512
6951,9.659877211820472
9505,9.609925331564586
9471,9.574006617654245
16889,9.684926417742352
6251,9.69486323164479
10677,9.640361195869245
4287,9.556464626034852
4317,9.627867144919787
6195,9.690579876537484
19473,9.762613068013678
5682,9.644349307843296
9687,9.668622766928136
18261,9.683962781486034
16860,9.662825176385219
9249,9.599618572260775
18523,9.676214414376396
7325,9.68428717505474
6844,9.580161555267631
6549,9.566092044923925
11540,9.769739381777114
19906,9.59887202184268
7586,9.70539045317206
11119,9.582117525034704
7018,9.712269902047321
16966,9.708279996690283
11528,9.631038322692447
13920,9.717668961610793
8420,9.624346712007839
9751,9.59662924347482
13013,9.656629397597625
17787,9.689987054466172
9699,9.673490760539766
8149,9.60379006280539
18519,9.686026740161115
10369,9.690291420698225
19200,9.669991867833865
17917,9.625806330700831
7400,9.783756815765413
17218,9.66345056718626
17488,9.519695781514287
7069,9.633753798691805
6049,9.7106906041097
2343,9.615568043306888
159,9.6828261079123
568,9.709390905490517
14913,9.670318330866298
6902,9.643484813161734
374,9.700208237815769
15207,9.602679095293155
15291,9.62809873876387
18535,9.575996172149248
19593,9.674011981554637
9270,9.721547513310322
2335,9.696176519735348
1701,9.520579873224033
14703,9.629751989558601
1083,9.71069354994784
11843,9.59188239033826
16175,9.728875362043905
16971,9.661319085650419
19680,9.7715677649423
11522,9.655142840433054
14250,9.75462860472914
9786,9.629327334382996
5886,9.715932823844678
18598,9.709368976609456
19194,9.654934841882586
17798,9.688058023375037
7941,9.669067780096546
12639,9.664688635869519
16805,9.599682595663804
3225,9.684289463112501
10870,9.666493749515459
5562,9.621551407777451
15204,9.687604215573476
15020,9.595928207713108
1970,9.682573973325939
4349,9.62905269769767
13870,9.617630018447583
15455,9.611503034321778
11727,9.649053988553216
18604,9.608419351417762
7373,9.625402712328622
2310,9.738047168492578
9764,9.790708830407693
7747,9.702501324555985
6520,9.721509581303442
7697,9.664528495547014
15573,9.53228226537923
19192,9.582854263586814
17984,9.627943720451473
14285,9.691537607580901
2908,9.78792698492153
12662,9.682250318465087
2671,9.590019267433231
8526,9.572653052951992
2787,9.616034420277428
10472,9.502840425182066
7305,9.794034168846236
1756,9.768029939890479
4850,9.578081000907433
19399,9.684488394802987
15163,9.750618925158966
5285,9.658329716318539
5430,9.702434299491642
9400,9.557044652304567
19679,9.705616031123002
5606,9.655062817643683
18671,9.63505099775211
18548,9.72866862945331
9459,9.644541208236088
4881,9.753607264598354
17929,9.65172381744206
18640,9.60177389442702
3831,9.519391267598209
6063,9.70451624451917
8663,9.575021513190265
1201,9.714146942804403
8935,9.695199051741847
19612,9.67387234963919
12208,9.635412436035493
11421,9.629219885466334
18659,9.584987579844181
12027,9.738638149533612
8460,9.817179974653603
1549,9.590709324063353
14354,9.684402468470633
18127,9.700543601692418
18582,9.674723044951001
15964,9.55182022483056
16184,9.609044124394643
15115,9.586288161454858
11431,9.615039897930094
14205,9.608306889124286
17888,9.630289805701107
19384,9.6787363025731
13780,9.512840613925233
8196,9.678067736239882
11174,9.668851227097607
8470,9.62579947991975
19975,9.682226753089125
11270,9.708091744689993
9365,9.574118606582221
3421,9.5409702864325
8140,9.658672223141336
18211,9.574988304013349
4722,9.695618684399792
10017,9.633019040436483
15132,9.511070976335173
6901,9.63499524003414
5691,9.60708000457267
5573,9.628672252445462
7435,9.732910450566893
12152,9.608487958263
7341,9.594378531707477
18994,9.529000050412755
14584,9.610870139368322
8809,9.701119691988778
580,9.632152306729557
6747,9.539244747798424
14369,9.695231786760798
10555,9.707220225162205
6115,9.70741728880721
14575,9.619300504056724
18533,9.662393250188885
19227,9.677678333230663
746,9.746360318764523
3022,9.57229484593172
12628,9.659167060956792
9754,9.717389944033872
10054,9.579896395363129
8368,9.675181127674527
3812,9.740238318949064
2453,9.662071986456597
5232,9.759423750522775
19645,9.697682760757743
6028,9.686872910151488
4332,9.690032595495758
17532,9.602859207844912
6678,9.704333965483428
19505,9.602499720877786
14775,9.655916827015172
18952,9.586681273808964
14218,9.677618721570992
6001,9.623522902790805
13700,9.592090878501944
1453,9.697478999828435
6235,9.68290658440516
7071,9.667043507979884
19984,9.640115964276408
17924,9.669930284074173
12845,9.574595727128457
4628,9.710124739860467
945,9.705896959313527
14157,9.573615767067098
13618,9.635461584839673
16658,9.617462848906042
5300,9.670680370975687
12449,9.673623711227917
13783,9.725646329440385
9980,9.699618723398503
16845,9.602866316679956
2862,9.615094467731533
3350,9.601550047574053
17429,9.585138842884124
1895,9.599345185482573
11101,9.70915179735786
3963,9.655635594545032
1133,9.528649178343372
13673,9.742556327167044
13489,9.680897164451824
13865,9.775043681501497
15786,9.704947548912507
3985,9.71547318516929
11998,9.593590521240834
10739,9.548171068489621
4702,9.750987680737646
7499,9.63134328646952
8550,9.665635237616343
4776,9.617402573022689
13317,9.71694521098732
2184,9.640809804395122
807,9.60068449325673
7099,9.73996614520108
8973,9.679082757303089
9369,9.697795090284513
16823,9.701652265890838
11525,9.658807374797046
10986,9.73370858989378
2434,9.75454535973683
3108,9.675144422149742
18217,9.635208919627674
10631,9.64470419977848
9141,9.657096659916798
7760,9.553471031137061
10905,9.689624844742085
5890,9.538008776576227
11294,9.607895217628476
19332,9.577192436306945
5426,9.551563257702586
17785,9.663984581390377
11420,9.62906367765122
3049,9.656866460641327
12632,9.67361538722279
19246,9.711107323036508
13271,9.558262228226049
17803,9.569178438352912
17126,9.624162357078562
8698,9.573151485696902
5996,9.666901264541783
11892,9.637971357170134
15263,9.741018614388855
5210,9.653774228533202
12905,9.660205827089412
19208,9.682399720102635
5599,9.666108261738664
13512,9.730810348964349
19511,9.635275761208735
16281,9.743201405674819
2142,9.545580961330941
11034,9.72654445530814
19121,9.64492858968451
7803,9.629647261181251
2236,9.517119638881745
8589,9.648913827178834
14052,9.623837417264724
10440,9.683932251719138
17316,9.62502431794333
1123,9.596070497383513
8102,9.66940045386965
15355,9.649819201280353
252,9.70646470250331
8193,9.686984176871865
15147,9.706665081446534
13263,9.620102258629203
8385,9.655775196269675
13425,9.550549808032965
19762,9.589039852633912
12939,9.618291095671932
16290,9.721522331764891
31,9.68482488921068
14664,9.61839150529573
11006,9.679189889454769
7303,9.601005938622885
2135,9.619033903389015
7946,9.668233568742028
19020,9.637978804863565
977,9.649851279085656
1281,9.63827431544579
6100,9.664323104412238
13110,9.516450591558097
644,9.680335573108593
17424,9.658567618985078
16563,9.604602245310009
17516,9.659231585160956
11881,9.604391031455359
13520,9.655143242073752
15120,9.586984876815087
13448,9.51200212904649
5828,9.695058589670687
8383,9.667139712218436
12324,9.556475036960334
11737,9.696921686583716
3534,9.587428809350827
16464,9.641751480150587
19863,9.721806774026973
16289,9.547824271910853
3396,9.625291277672401
1950,9.722553721634657
